,DARMC_X,DARMC_Y,DARMC_OBJECTID,NAME,NAME2,Latitude,Longitude,Geo_Q,F2008_Wreck,F2010_Wreck,Geo_D,Start_Date,End_Date,Date_Q,Date_D,Depth,Depth_Q,Year_Found,Year_Found_1,Cargo_1,Cargo_Type1,Cargo_2,Cargo_Type2,Cargo_3,Cargo_Type_3,Other_Cargo,Gear,Estimated displacement,Comments,Length,Width,Size_Detail,Parker_ref,Parker?,Bibliography AFM State 2008,Bibliography_2,OXREP_locid,OXREP_Site_Name,OXREP_Wreck_Name,OXREP_Earliest_Date,OXREP_Latest_Date,OXREP_Dating_comment,OXREP_Wreck_ID,OXREP_Strauss_ID,OXREP_Parker_Number,OXREP_Sea_area,OXREP_Country,OXREP_Region,OXREP_Min_depth,OXREP_Max_depth,OXREP_Depth,OXREP_Period,OXREP_Reference,OXREP_Comments,OXREP_Stone_cargo_notes,OXREP_Other_cargo,OXREP_Hull_remains,OXREP_Shipboard_paraphernalia,OXREP_Ship_equipment,OXREP_Estimated_tonnage,,
101,137294.0386,5027102.849,102,Punta del Milagro, ,41.1,1.233333, ,728,762, ,-150,500, , , , , , ,Stone,column drums, ,, , , ,, ,,0,0, ,926,1,, ,1477,Punta del Milagro,Punta del Milagro,-150,500,,8308,,926,Western Mediterranean,Spain,Tarragona,,,,Roman,,,,,,,,,,
599,1159578.029,5271470.143,600,Punta Nera, ,42.733333,10.416667, ,737,771, ,-150,500,?, , , , , ,amphoras,, ,, , , ,, ,,0,0, ,948,1,, ,1439,Punta Nera,Punta Nera,-150,500,,8330,,948,,,,,,,Roman,,,,,,,,,,
18,-660495.6454,4263990.217,19,Ras Achakkar, ,35.733333,-5.933333,ca,755,789, ,-150,500, , , , , , ,amphoras,, ,, , ,'Roman bushel tap',, ,,0,0, ,976,1,, ,1770,Ras Achakkar,Ras Achakkar,-150,500,,8358,,976,,,,,,,Roman,,,,,,,,,,
398,818198.2573,5416567.352,399,Saint-Hospice, ,43.683333,7.35, ,793,834, ,-150,500,?, ,40, , , , ,, ,, , , ,, ,,0,0, ,1005,1,, ,849,Saint Hospice,Saint Hospice,,,,8386,,1005,,,,,,,,,,,,,,,,,
1032,2794119.219,4443754.043,1033,Saliagos, ,37.033333,25.1,ca,802,840, ,-150,500, , ,3, , , ,ceramic,Roman coarse pottery, ,, , , ,ballast, ,,0,0, ,1016,1,, ,1906,Saliagos,Saliagos,-150,500,Roman,108,86,1016,Aegean,Greece,"Paros, Cyclades",2,3,2-3m,Roman,"Unpublished, Parker (1992), 1016.",,,Coarse pottery.,,,Ballast stones.,,,
428,936939.0475,4714512.03,429,Sant'Antioco 2, ,38.95,8.416667,?,820,854, ,-150,500,?, , , , , ,stone,blocks, ,, , , ,, ,'transport ship',0,0, ,1031,1,, ,2519,Sant'Antioco,Sant'Antioco B,-150,500,,8410,,1031,,,,,,,Roman,,,,,,,,,,
998,2415632.95,4404317.064,999,Sapientza, ,36.75,21.7,ca,822,860, ,-150,500, , ,8, , , ,marble,"blocks, slabs", ,, , , ,, ,,0,0, ,1037,1,, ,2151,Sapientza,Sapientza,-150,500,Roman,76,311,1037,Central Mediterranean,Greece,"South west Messinia, Peloponnese",7,8,7-8m,Roman,"Unpublished; Parker (1992), 1037.",,"Blocks and slabs of white marble, estimated weight 300 tons.",,,,,,,
747,1456430.005,4506693.068,748,Sciacca, ,37.483333,13.083333,ca,826,864, ,-150,500, , , , , , ,nothing reported,, ,, , , ,, ,,0,0, ,1047,1,, ,1239,Sciacca,Sciacca,-100,0,C1st BC,8426,,1047,,,,,,,,,,,,,,,,,
796,1604855.992,4420538.1,797,Scoglitti, ,36.866667,14.416667,ca,830,868, ,-150,500, , , , , , , ,, ,, , , ,, ,'Roman ship',0,0, ,1054,1,, ,1375,Scoglitti,Scoglitti,-150,500,,8433,,1054,,,,,,,Roman,,,,,,,,,,
8,-705023.4417,7942849.339,9,Shiant Islands, ,57.883333,-6.333333, ,843,881, ,-150,500,?, ,0, , , ,nothing reported,, ,, , , ,, ,Roman ship,0,0, ,1080,1,, ,855,Shiant Isles,Shiant Islands,-150,500,,7307,,1080,Non-Mediterranean,,,,,,Roman,,,,,,,,,,
824,1634541.19,5524956.81,825,Silba 3, ,44.383333,14.683333,ca,847,885, ,-150,500, , , , , , ,tiles,roof tiles, ,, , , ,, ,,0,0, ,1086,1,, ,853,Silba,Silba C,-150,500,,8463,,1086,,,,,,,Roman,,,,,,,,,,
886,1703188.209,4446078.436,887,Siracusa 4, ,37.05,15.3,ca,852,890, ,-150,500, , , , , , ,amphoras,, ,, , , ,, ,,0,0, ,1094,1,, ,1658,Siracusa,Siracusa D,-150,500,,8471,,1094,,,,,,,Roman,,,,,,,,,,
826,1634541.19,5509393.876,827,Skarda 2, ,44.283333,14.683333, ,854,892, ,-150,500, , , , , , ,tiles,roof tiles, ,, , , ,, ,,0,0, ,1097,1,, ,1873,Skarda,Skarda B,-150,500,,8474,,1097,,,,,,,Roman,,,,,,,,,,
113,222638.9816,5054223.52,114,"Sorres 4, Les", ,41.283333,2, ,868,906, ,-150,500, , ,5, , , , ,, ,, , , ,, ,,0,0, ,1104,1,, ,523,Les Sorres,Les Sorres D,-150,500,,8481,,1104,,,,,,,Roman,,,,,,,,,,
114,222638.9816,5054223.52,115,"Sorres 5, Les", ,41.283333,2, ,869,907, ,-150,500, , , , , , , ,, ,, , , ,, ,,0,0, ,1105,1,, ,1374,Les Sorres,Les Sorres E,-150,500,,8482,,1105,,,,,,,Roman,,,,,,,,,,
115,222638.9816,5054223.52,116,"Sorres 6, Les", ,41.283333,2, ,870,908, ,-150,500, , , , , , , ,, ,, , , ,, ,,0,0, ,1106,1,, ,1526,Les Sorres,Les Sorres F,-150,500,,8483,,1106,,,,,,,Roman,,,,,,,,,,
433,942505.022,4731225.504,434,Sulcis, ,39.066667,8.466667, ,886,923, ,-150,500, , , ,silted, , ,nothing reported,, ,, , , ,, ,"planking, keel, nails",23,7, ,1122,1,, ,1162,Sulcis,Sulcis,-150,500,,8499,,1122,,,,,,,Roman,,,,,,,,,,
788,1591868.718,5543147.204,789,Susak, ,44.5,14.3, ,887,924, ,-150,500,?, , , , , ,tiles,roof tiles, ,, , , ,, ,,0,0, ,1123,1,, ,1211,Susak,Susak,-150,500,,8500,,1123,,,,,,,Roman,,,,,,,,,,
665,1339544.539,5153492.627,666,Torre Flavia 1, ,41.95,12.033333, ,921,961, ,-150,500,?, ,5, , , ,marble,columns, ,, , , ,lead rings, ,"wood, copper nails",0,0, ,1157,1,, ,707,Torre Flavia,Torre Flavia A,-150,500,,8533,,1157,,,,,,,Roman,,,,,,,,,,
1227,3914735.426,3928534.49,1228,Tyre 3, ,33.25,35.166667, ,941,981, ,-150,500, , , , , , , ,, ,, , , ,, ,,0,0, ,1186,1,, ,1304,Tyre,Tyre C,1,400,Roman Imperial,58,214,1186,Eastern Mediterranean,Lebanon,On the south side of Tyre,,,Shallow,Roman Imperial,"Summary reports, R. Marx, IJNA 3 (1974), 332; Parker (1992), 1186.",Presumably amphorae were found at this looted site.,,,,,,,,
85,22263.8982,4693063.644,86,Valencia, ,39.41,0.317,ca,954,994, ,-150,500, , , , , , ,amphoras,, ,, , , ,lead anchor stock, ,"bronze nails, lead pieces",0,0, ,1203,1,, ,625,Valencia,Valencia,-150,500,,8577,,1203,,,,,,,Roman,,,,,,,,,,
911,1803375.751,5322124.705,912,Vis 6, ,43.066667,16.2, ,968,1008, ,-150,500, , , , , , ,tiles,, ,, , , ,, ,,0,0, ,1225,1,, ,1703,Vis,Vis F,-150,500,,8597,,1225,,,,,,,Roman,,,,,,,,,,
909,1786677.827,5311971.847,910,Vis 7, ,43,16.05, ,969,1009, ,-150,500, , , , , , ,amphoras,, ,, , , ,, ,,0,0, ,1226,1,, ,2668,Vis,Vis G,-150,500,,8598,,1226,,,,,,,Roman,,,,,,,,,,
1149,3283924.978,5660965.11,1150,Zatoane, ,45.25,29.5,?,1021,1061, ,-150,500, , , ,silted, , ,nothing reported,, ,, , , ,, ,"Roman boat, double wooden pulley-block",0,0, ,1247,1,, ,552,Zatoane,Zatoane,-150,500,,8615,,1247,,,,,,,Roman,,,,,,,,,,
,,,,,Favone (France),41.783,9.4,ca,297,308,,-150,500,,,,,,,Amphoras,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1502813.126,5697936.098,760,Savudrija, ,45.483333,13.5, ,824,862, ,-140,20,ca, ,22, , , ,amphoras,Graeco-Italian, ,, , , ,, ,,0,0, ,1044,1,, ,1634,Savudrija,Savudrija,-140,20,,8423,,1044,,,,,,,Roman Republic,,,,,,,,,,
330,710589.4162,5311971.847,331,"Miladou, Le", ,43,6.383333, ,527,551, ,-125,-50,?, , , , , ,nothing reported,, ,, , , ,pump tubing, ,"Miladou dated end C2 or first half of C1BC, detailed analysis Dumontier and Joncheray 1991; ?dating based on coin of Constantine",0,0, ,698,1,, ,989,Le Miladou,Le Miladou,-125,-50,late C2nd- first half 1st BC,8094,,698,Western Mediterranean,France,Var,42,42,42m,Roman Republic,"M. Dumontier and J.-P. Joncheray, Cahiers d'Archeologie Subaquatique 10 (1991), 109-174.","A small ship, 15m long, carrying a single layer of about 250 Italian amphorae that have spread over an area 35m sq..",,,Nine metres of poorly preserved remains show a classic construction. The keel was made of pine while many species of wood were used for the frames and planks including fig!,,"A lead anchor stock weighing 82kg. Two lead pipes, 1.6m and 1.49m long.",,,
1010,2597454.785,4282290.387,1011,Antikythera 2, ,35.866667,23.333333, ,26,31, ,-100,500,?, ,50,ca, , ,amphoras,large barrel-like, ,, , , ,lead stock and reinforcement collar of anchor, ,,0,0, ,45,1,, ,839,Antikythera,Antikythera B,-100,500,C 1st BC- 5th AD,75,43,45,Aegean,Greece,Off south east Peloponnesus,,,Unknown,Roman Imperial,"Dumas Trente Sicles sous La Mer (1972), 71.",Large amphorae ‰Û÷like barrels‰Ûª.,,,,,Lead stock and reinforcement collar of an anchor.,,,
68,-74212.9939,4530099.858,69,Bajo de la Barra, ,37.65,-0.666667, ,62,65, ,-100,100, , , , , , ,amphoras,"Dr. 1, 7-11; Beltran1; PE-15",ceramic,"Unguentaria, coarseware, black glaze, T.S. Italica ", , , ,, ,,0,0, ,82,1,"J.P. Reyes 1996, 64 n 6.", ,1013,Bajo de la Barra,Bajo de la Barra,1,100,,7513,,82,,,,,,,Roman Imperial,,,,,,,,,,
64,-77923.6436,4541822.947,65,Bajo de la Campana 2, ,37.733333,-0.7,ca,63,66, ,-100,100, , , , , , ,amphoras,Beltran2B; ovoidal amphora; PE 17, ,, , , ,, ,,0,0, ,84,1,"J.P. Reyes 1996, 68 n16.", ,2136,Bajo de la Campana,Bajo de la Campana B,1,100,,7515,,84,,,,,,,Roman Imperial,,,,,,,,,,
1236,7691174.938,2566603.178,1237,Bet Dwarka, ,22.458,69.091, ,0,0, ,-100,100,ca, ,6.5,1.5 +/-,1983, ,stone artefact,unidentified circular granite object with a small axial hole; possibly a hand-mill,amphoras,"seven amphoras; sherds of amphora; thick, coarse, gritty fabric; most likely used for export of wine from the Roman Empire",other pottery,"sherds of jars of various sizes; mostly red dull ware, coarse fabric  and ill-fired","lead ingot, circular, 23 cm in diameter, 8.5 kg","Two round lead objects with a big axial hole in the center, identified as anchors; 70.2kg and 68.5 kg ", ,There are no remains of any timber of a wreck; hypothesis of a wreck is based on archaeological evidence: pottery and objects identified as anchors. The timber might not have survived because of severe tidal currents that do not allow light material to settle; other explanations offered. 42 stone anchors also found in the area during the 2001-2002 excavations. ,0,0, , ,0,,"A. Gaur, S. Sundaresh and S. Tripati 2006, 117-127.",,,,,,,,,,,,,,,,,,,,,,,,,,
980,2070542.529,5221087.11,981,Boka Kotorska 1,MN09-AD,42.41756,18.70731,ca,0,0, ,-100,25, , ,65, ,2008, ,tiles,tegulae imbricae, ,, , , ,,45-55 tn,"somewhere off Montenegro, 1 km from shore somewhere near entrance to Bay of Kotor",21,0,1 +/-, ,0,,J.G. Royal 2009; J.G. Royal 2012.,1687,Boka Kotorska,Boka Kotorska  1,1,300,C1st-3rd AD,9003,,,Adriatic,Montenegro,,,,,Roman Imperial,"J Royal, INA Annual 2008, 26-28; http://www.rpmnautical.org/bokakotorska1.htm",A cargo of tiles comprise a large shipment on what must have been a vessel of significant dimensions now spread over an area 25 x 7m,,"Pan tiles and cover tiles are in several stacks, many of which are now postitioned vertically. The pan tiles measure c 65 x 45 cm with flanges angled at 90 degrees and are characteristic of Roman manufacture during the Imperial period.",,,,,,
981,2070542.529,5221087.11,982,Boka Kotorska 2,MN09-AE,42.41756,18.70731,ca,0,0, ,-100,1, , ,60, ,2008, ,amphoras,Lamboglia2, ,, , , ,, ,location likewise--off Montenegro,20,0,ca, ,0,,J.G. Royal 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1042692.564,5044352.667,492,Cala dei li Francesi, ,41.216667,9.366667, ,113,117, ,-100,100,?, , , , , ,dolia,, ,, , , ,, ,,0,0, ,146,1,, ,526,Cala di Li Francesi,Cala di Li Francesi,-100,100,,7570,,146,,,,,,,,,,,,,,,,,
396,796268.3176,5395912.106,397,Cap Gros C, ,43.549,7.153,ca,0,0, ,-100,100, , ,28,1 +/-,1991, ,amphoras,Lamboglia 2; Dressel 20 (early?); Dressel 9-10; Dressel 2-4; Pascual 1; Brindles, ,, , , ,kedge anchors, ,,0,0, , ,0,,B. Gauthier and J.P. Joncheray 1993; A. Joncheray and J.P. Joncheray 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1094641.66,5319585.456,543,Capraia 1, ,43.05,9.833333,ca,185,191, ,-100,100,?, ,35, , , ,amphoras,'wine amphoras', ,, , , ,, ,,0,0, ,261,1,, ,2422,Capraia,Capraia A,-100,100,,7684,,261,Tyrrhenian Sea,Italy,"Capraia Island, Liguria",,,,,,,,,,,,,,
802,1608566.642,5545748.801,803,Cikat, ,44.516667,14.45, ,220,226, ,-100,100, , , , , , ,amphoras,Lam6 Dr6, ,, , , ,, ,,0,0, ,311,1,, ,1885,Cikat,Cikat,-100,100,,7731,,311,,,,,,,,,,,,,,,,,
917,1812652.375,5388389.273,918,Ciovo, ,43.5,16.283333, ,222,228, ,-100,200,?, , , , , ,ceramic,leaf-pattern imitation ts, ,, , , ,, ,,0,0, ,316,1,, ,1969,Ciovo,Ciovo,-100,200,,7736,,316,,,,,,,,,,,,,,,,,
175,369209.6445,5208533.24,176,Cova del Infern, ,42.316667,3.316667,ca,239,246, ,-100,150,?, , , , , ,dolia,, ,, , , ,, ,,0,0, ,341,1,, ,2309,Cova del Infern,Cova del Infern,-100,150,,7760,,341,Western Mediterranean,Spain,,,,,,,Dolia,,,,,,,,
836,1643817.814,5509393.876,837,Ist, ,44.283333,14.766667, ,396,407, ,-100,100, , , , , , ,amphoras,Lam6 or Dr6, ,, , , ,, ,,0,0, ,526,1,, ,984,Ist,Ist,-100,100,,7939,,526,,,,,,,,,,,,,,,,,
991,2298279.943,4627823.851,992,Ithaki-Kephalonia, ,38.3418,20.6458,ca,398,409, ,-100,100,ca, ,60, , , ,amphoras,"Roman (""several thousands"" (?))", ,, , , ,, ,Only surveyed by sonar and preliminary dives. At N end of sound between Itaki and Kephalonia.  This wreck has not been assigned a precise id in the publication.,25,0,ca, ,0,"K. Delaporta, M.E. Jasinski, and F. Soreide 2006, 79-87.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
337,718233.3546,5316996.133,338,Le Titan, ,43.033,6.452,ca,0,0, ,-100,100, , ,28.5,1.5 +/-,1948, ,Amphoras,Dressel 12; Dressel 10; Pélichet 48,Ceramic,Campanian B, , , ,communal ceramics, ,,0,0, , ,0,,"F. Benoît, 1956; A. Joncheray and J.P. Joncheray 2012.",,,,,,,,,,,,,,,,,,,,,,,,,,
397,805612.921,7106912.641,398,Lough Lene, ,53.664722,7.236944,ca,459,478, ,-100,100, , ,5, , , , ,, ,, , , ,, ,"Dating of  oak tenon produces a date which according to author may result in early 1st C AD.   Fishing vessel, Mediterranean tradition construction.  Found on lake bed, no depth specified on db, but is 4-5m from IJNA article (1991).",8,1.5, , ,0,"Navis I, Lough Lene, #25; R.T. Farell 1989, 223-228; A.L. Lanting and J.N. Brindley 1991, 69-70; O hEailidhe 1992, 185-190.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1.84E+15,1.84E+15,1249,Makronissos 2, ,37.715035,24.146187, ,0,0, ,-100,100, , , , ,2012, ,amphoras,ca 20 intact, ,, , , ,, ,"small Roman merchant ship; near Makronissos, discovered by Southen Euboean Gulf Survey (SEGS, summer 2012; George Koutsouflakis, Greek Ephorate of Underwater Antiquities)",0,0, , ,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1157722.704,5273996.384,593,Mola, ,42.75,10.4, ,533,557, ,-100,100,?, ,20, , , ,ceramic,water pipes, ,, , , ,, ,,0,0, ,705,1,, ,1066,Mola,Mola,-100,100,,8101,,705,,,,,,,,,,,,,,,,,
845,1653094.438,5496444.99,846,Molat, ,44.2,14.85,ca,535,559, ,-100,100, , , , , , ,amphoras,Lam2/Dr6, ,, , , ,, ,,0,0, ,707,1,, ,1277,Molat,Molat,-100,100,,8103,,707,,,,,,,,,,,,,,,,,
548,1122471.532,5268944.581,549,Pomonte, ,42.716667,10.083333, ,676,709, ,-100,100,?, ,100, , , ,amphoras,,ceramic,"vases, jugs", , , ,, ,timber,0,0, ,859,1,, ,1009,Pomonte,Pomonte,-100,100,,8242,,859,,,,,,,,,,,,,,,,,
531,1061245.812,5032028.237,532,Porto Paglia, ,41.133333,9.533333, ,695,735, ,-100,100,?, , ,shallow, , ,dolia,, ,, , , ,, ,,0,0, ,890,1,, ,2160,Porto Paglia,Porto Paglia,-100,100,,8273,,890,,,,,,,,,,,,,,,,,
580,1155867.379,5286637.79,581,Punta dei Mangani, ,42.833333,10.383333,?,725,759, ,-100,200, , ,55, , , ,amphoras,, ,, , , ,, ,,0,0, ,921,1,, ,1840,Punta dei Mangani,Punta dei Mangani,-100,200,,8303,,921,,,,,,,,,,,,,,,,,
596,1157722.704,5273996.384,597,Punta Perla, ,42.75,10.4, ,740,774, ,-100,100,?, ,35, , , ,amphoras,, ,, , , ,, ,,0,0, ,953,1,, ,1880,Punta Perla,Punta Perla,-100,100,,8335,,953,,,,,,,,,,,,,,,,,
,,,,Saranda 4,,39.856,20.017,ca,,,,-100,-1,,,,,,,,,,,,,,,,Stone ship's anchor of the 2nd-1st century B.C,,,,,,http://oxrep.classics.ox.ac.uk/databases/shipwrecks_database/records/2599/,,2599,Saranda,Saranda 4,-100,-1,C1st BC,8975,,,Adriatic,Albania,,78,78,78,Roman Republic,http://www.msnbc.msn.com/id/28963784/,stone ship's anchor of the 2nd-1st century B.C,,,,,,,,
825,1634541.19,5509393.876,826,Skarda 1, ,44.283333,14.683333, ,853,891, ,-100,100, , , , , , ,amphoras,Lam2 Dr6, ,, , , ,, ,,0,0, ,1096,1,, ,1385,Skarda,Skarda A,-100,100,,8473,,1096,,,,,,,,,,,,,,,,,
111,222638.9816,5054223.52,112,"Sorres 2, Les", ,41.283333,2, ,866,904, ,-100,200,?, , , , , ,Metal,iron blocks,Ceramic,coarseware jug, , , ,, ,,0,0, ,1102,1,, ,1736,Les Sorres,Les Sorres B,-100,200,,8479,,1102,,,,,,,,,,,,,,,,,
1255,1.84E+15,1.84E+15,1256,Uluburun B, ,36.130939,29.708503, ,0,0, ,-100,100, , , , ,1994, ,amphoras,Dressel 24, ,, , , ,, ,"no location given; some information may be at the Bodrum Museum of Underwater Archaeology, Turkey? - this is probably about Uluburun A, which dates to 1325 BCE.",0,0, , ,0,,J. Leidwanger 2011.,,,,,,,,,,,,,,,,,,,,,,,,,,
162,358077.6954,5150998.326,163,Aigua Blava, ,41.933333,3.216667, ,9,12, ,-50,25,ca, ,7, , , ,amphoras,Pascual1 Dr37, ,, , , ,, ,not far from coast,0,0, ,21,1,, ,2430,Aigus Blava,Aigus Blava,-50,25,End C 1st BC- early C1st AD,7455,,21,Western Mediterranean,Spain,,6,7,7m,Roman Imperial,Unpublished,"A possible wreck site of a concentrated deposit of broken amphorae, although there is clearly contamination in accordance with the dating of the 2 types of amphorae.",,,,,,,,
1114,3144775.615,4360412.365,1115,Akandia 1, ,36.433333,28.25, ,12,15, ,-50,100,ca, ,36, ,1974, ,amphoras,270 Roman Rhodian of 22 and 11 liters, ,, , , ,, ,550 m NE of bay; previously looted,15,11, ,24,1,, ,525,Akandia,Akandia A,-50,100,2nd half C 1st BC -C1st AD,194,52,24,Aegean,Greece,Rhodes,36,36,36m,Roman Imperial,"N. Nikolitsis, Antike Welt 12 (1981), 45-7.","A well-preserved wreck of Roman Rhodian amphorae, both full-size and half-size, with capacities of 22 and 11 litres respectively, was found covering an area 15 x 11m. 



The site had already been looted.",,,,,,,,
778,1567749.495,4980435.717,779,Bacoli 1, ,40.783333,14.083333, ,56,59, ,-50,100,ca, ,32, , , ,amphoras,"Dr2-4 (wine), Haltern 70, Dressel 6, Pompei 36",ceramic,"bowls (type Mayet 33), pitcher (type Marabini L) ",stone,millstone (catillus), ,lead rings, ,frame and planking of ship's hull; several 1000 amphoras,0,0, ,73,1,"E. Scognamiglio 1993, 153-58.", ,822,Bacoli,Bacoli A,-50,100,,7504,,73,,,,,,,,,,,,,,,,,
1103,3126221.995,4399687.015,1104,Bozburun Julio-Claudian, ,36.716667,28.08333,ca,86,90, ,-50,50,ca, ,83, , , ,amphoras,Rhodian type 1 like Lyon (Sciallano and Sibella 1994) 1BC-1CAD,amphoras,Rhodian type 2 (similar to Peacock and Williams (1991) class 9 (Camulodonum 184) 2C,amphoras,"Rhodian type 3 (like Antikythera wreck, citing Grace 1965, 5-7)", ,, ,survey TK05-AI. Dating based uniquely on amphora finds,15,2,ca, ,0,"J.G. Royal 2006, 195-217.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
163,358077.6954,5213552.79,164,Cala Cativa, ,42.35,3.216667, ,110,114, ,-50,25,ca, ,32, , , ,amphoras,Pascual1, ,, , , ,lead anchor stock,,surviving hull; 2 km east of Port de la Selva,0,0, ,142,1,, ,1147,Cala Barbiere,Cala Barbiere,-200,-150,,7566,,142,,,,,,,,,,,,,,,,,
157,348801.0712,5238690.574,158,Cap Bear 1, ,42.516667,3.133333, ,131,137, ,-50,25,ca, ,26, , , ,amphoras,Pascual1, ,, , , ,, ,,0,0, ,169,1,, ,1510,Cap Bear,Cap Bear A,-50,25,,7592,,169,,,,,,,,,,,,,,,,,
174,369209.6445,5208533.24,175,Cap de Creus, ,42.316667,3.316667,ca,140,146, ,-50,25,ca, ,20, , , ,amphoras,Pascual1, ,, , , ,, ,,0,0, ,184,1,, ,2337,Cap de Creus,Cap de Creus,-50,25,,7607,,184,,,,,,,,,,,,,,,,,
145,345090.4215,5238690.574,146,Cap Gros,Collioure,42.516667,3.1, ,143,149, ,-50,25,ca, ,54, ,1977-1988,ca (1977 observed 1988 excavated),amphoras,Dressel 1B and 1C,ceramic,"cooking pots (ollae), ceramic ampuritaine",metal,copper urn, ,"wooden pump with discs and tubes,", ,"Cap Gros dated end C2 BC or first half C1 BC; Dressel 1B , 1C (proportion 20:1)",10.5,5.5, ,187,1,J. P. Joncheray 1989., ,1408,Cap Gros,Cap Gros (Collioure),-50,25,,7610,,187,,,,,,,,,,,,,,,,,
143,341379.7718,5299296.253,144,Cap Leucate 2, ,42.916667,3.066667, ,145,151, ,-50,100,?, , , , , ,amphoras,Dr2-4, ,, , , ,, ,,0,0, ,193,1,, ,2524,Cap Leucate,Cap Leucate B,-50,100,,7616,,193,,,,,,,,,,,,,,,,,
56,-109464.1659,4523072.319,57,Cartagena 1, ,37.6,-0.983333, ,193,199, ,-50,50,ca, , , , , ,metal,,ceramic,, , , ,, ,,0,0, ,272,1,, ,1245,Cartagena,Cartagena A,-50,50,,7695,,272,,,,,,,,,,,Lead ingots,,,,,,
,,,,Čavlin Shallows,,43.734,15.585,,,,,-50,1,ca,C1 2/2,,,1998,,Amphoras,La 2; Dr 18,,,,,,Anchor,,,15,,13-15m Long,"Miholjek and Zmaić 2013, 99.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,903543.2003,5452555.202,408,Cervo, ,43.916667,8.116667, ,206,212, ,-50,100,?, , , , , ,amphoras,Dr2-4, ,, , , ,, ,less than 1 mile from shore,0,0, ,294,1,, ,834,Cervo,Cervo,-50,100,,7717,,294,,,,,,,,,,,,,,,,,
383,781091.7604,5933916.615,384,Cudrefin,Dugout 'Cudrefin VD 1871',46.95,7.016667, ,240,247, ,-50,150,ca, , , , , ,nothing reported,, ,, , , ,, ,"dugout, resembles Bronze Age boat, 14C end of Iron age or early Roman period",11.3,0, ,342,1,, ,1288,Cudrefin,Cudrefin,-50,150,,7268,,342,Non-Mediterranean,,,,,,,,,,,,,,,,
169,365498.9948,5208533.24,170,Culip 1,L'Encalladora,42.316667,3.283333, ,242,249, ,-50,25,ca, ,12, , , ,amphoras,Pascual1, ,, , , ,, ,,0,0, ,345,1,, ,2407,Culip,Culip A,-50,25,,7763,,345,,,,,,,,,,,,,,,,,
170,365498.9948,5208533.24,171,Culip 3, ,42.316667,3.283333, ,243,250, ,-50,25,ca, ,18, , , ,amphoras,Pascual1, ,, , , ,, ,perhaps ship's hull,0,0, ,346,1,, ,1490,Culip,Culip C,-50,25,,7764,,346,,,,,,,,,,,,,,,,,
121,269022.1028,5081420.492,122,Freu d'en Valento, ,41.466667,2.416667, ,323,334, ,-50,25,ca, ,42, , , ,amphoras,Pascual1, ,, , , ,, ,,0,0, ,428,1,, ,2553,Freu d'en Valento,Freu d'en Valento,-50,25,,7845,,428,,,,,,,,,,,,,,,,,
,,,,Jaz islet,,43.533,15.933,,,,,-50,-1,,,39,,,,Amphoras,Lamboglia 2 (1 piece); Dressel 2-4 (1 piece); other (1 piece).,,,,,,"Some corrided iron, possibly an anchor",,A possible shipwreck based on 2 amphorae and fragments and some corroded iron.,,,,,,"M. Jurisic 2000, no. 23 (via http://oxrep.classics.ox.ac.uk/databases/sites/croatia/jaz/872_jaz,_islet/)",,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1217055.993,4553747.125,623,Keith Reef 1,Skerki 1,37.818,10.933,ca,0,0, ,-50,0, , ,55, ,1985,ca,amphoras,Dressel1B, ,, , , ,, ,"Possible that Keith Reef entries are distinct wrecks from the Skerki Bank ABFG wrecks listed earlier here (wreckIDs 854-857). They are all different from the Isis wreck (387). The authors refer to them within the article as ""Wrecks 1, 2, and 3.""",0,0, , ,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,3954847.549,3873820.861,1231,Kinneret,"""The Jesus Boat""",32.838,35.527,ca,0,0, ,-50,70, , , ,silted,1986, , ,, ,, , , ,"communal pottery, lamp, iron arrowhead, coins (57) from 3rd century BCE to 1808 CE in the area around the ship; two basalt anchors",ca 1.0,"discovered when the lake receded due to drought; could hold a crew of 5; could hold 15, probably a transport or fishing vessel.",8.8,2.5, ,454,1,,S. Wachsmann et al. 1990.,862,Ginosar,Ginosar,25,67,,7870,,454,,,,,,,Roman Imperial,,,,,,,,,,
1006,2565914.263,4328176.075,1007,Kythera, ,36.2,23.05, ,418,437, ,-50,110,ca, ,15, , , ,amphoras,Rhodian, ,, , , ,, ,,0,0, ,564,1,, ,1656,Kythera,Kythera,-50,110,50 BC-AD 110,70,37,564,Aegean,Greece,Off southern tip of Peloponnese,10,15,10-15m,Roman Imperial,"Discovered by P. Throckmorton but unpublished, Parker (1992), 564.",,,,,,,,,
